_Id,_UserId,_Name,_Date,_Class,_TagBased
2694,38084,Supporter,2023-05-17T07:06:20.927,3,False
2702,38544,Supporter,2023-06-08T01:45:30.070,3,False
2720,38999,Supporter,2023-07-03T11:34:45.587,3,False
2765,36802,Supporter,2023-11-01T09:07:50.940,3,False
2848,2338,Supporter,2024-02-13T10:01:45.233,3,False
2870,7384,Supporter,2024-03-08T21:48:45.553,3,False
2877,42846,Supporter,2024-03-24T16:32:50.330,3,False
84,1,Critic,2016-01-13T00:44:28.247,3,False
85,127,Critic,2016-01-13T00:44:28.247,3,False
99,143,Critic,2016-01-13T04:40:05.700,3,False
108,87,Critic,2016-01-13T07:53:40.487,3,False
109,163,Critic,2016-01-13T07:53:40.487,3,False
135,20,Critic,2016-01-13T16:42:49.233,3,False
136,30,Critic,2016-01-13T16:42:49.233,3,False
137,61,Critic,2016-01-13T16:42:49.233,3,False
138,63,Critic,2016-01-13T16:42:49.233,3,False
139,95,Critic,2016-01-13T16:42:49.233,3,False
140,138,Critic,2016-01-13T16:42:49.233,3,False
171,26,Critic,2016-01-14T14:59:19.683,3,False
172,47,Critic,2016-01-14T14:59:19.683,3,False
173,107,Critic,2016-01-14T14:59:19.683,3,False
174,126,Critic,2016-01-14T14:59:19.683,3,False
190,219,Critic,2016-01-15T19:47:06.053,3,False
197,48,Critic,2016-01-20T06:55:13.290,3,False
255,98,Critic,2016-02-09T21:59:29.693,3,False
282,233,Critic,2016-03-14T16:19:36.987,3,False
396,4762,Critic,2016-11-18T07:04:50.023,3,False
436,4927,Critic,2017-01-11T21:54:43.510,3,False
541,6417,Critic,2017-06-05T21:28:01.557,3,False
856,5740,Critic,2018-11-08T23:30:00.600,3,False
915,4808,Critic,2019-01-14T16:15:04.083,3,False
1000,9201,Critic,2019-07-14T10:30:00.177,3,False
1239,6479,Critic,2020-09-03T12:04:00.420,3,False
2629,8884,Critic,2022-11-17T18:33:45.433,3,False
2786,36802,Critic,2023-11-28T00:33:00.327,3,False
528,4762,Citizen Patrol,2017-05-14T02:58:39.740,3,False
947,5740,Citizen Patrol,2019-03-25T11:07:09.160,3,False
999,9201,Citizen Patrol,2019-07-13T14:25:15.453,3,False
1160,8884,Citizen Patrol,2020-01-19T09:50:44.310,3,False
